St. Mary's College of Maryland,Small public,MD,Designated
State Technical College of Missouri,Small community college,MO,Designated
State University of New York at Potsdam,Small public,NY,Designated
State University of New York Maritime College,Small public,NY,Top Ten
Suffolk County Community College,Large community college,NY,Silver
SUNY Canton,Small public,NY,Bronze
SUNY Morrisville,Small public,NY,Designated
SUNY New Paltz,Small public,NY,Gold
SUNY Oswego,Small public,NY,Designated
SUNY Polytechnic Institute,Small public,NY,Designated
SUNY Schenectady County Community College,Small community college,NY,Silver
SUNY Ulster County Community College,Small community college,NY,Top Ten
Surry Community College,Small community college,NC,Designated
Syracuse University,Tier 1 research institution,NY,Top Ten
Taylor University,Private not offering Doctorate,IN,Designated
Tennessee College of Applied Technology - Dickson,Large public,TN,Designated
Tennessee College of Applied Technology Whiteville,Large public,TN,Designated
Tennessee Wesleyan University,Private not offering Doctorate,TN,Designated
Texas A&M University,Tier 1 research institution,TX,Silver
Texas A&M University-Central Texas,Small public,TX,Bronze
Texas State Technical College,Large community college,TX,Top Ten
Texas State University,Tier 2 research institution,TX,Top Ten
Texas Tech University Health Sciences Center,Graduate school,TX,Silver
Texas Woman's University,Large public,TX,Designated
The Catholic University of America,Tier 2 research institution,DC,Silver
The Chicago School of Professional Psychology,Graduate school,CA,Designated
The Citadel,Small public,SC,Designated
The City College of New York - CUNY,Large public,#N/A,Top Ten
The College Of New Jersey,Small public,NJ,Designated
The College of Saint Rose,Private not offering Doctorate,NY,Top Ten
The Culinary Institute of America,Graduate school,NY,Designated
The Fab School,Private not offering Doctorate,CA,Silver
The George Washington University,Private offering Doctorate,DC,Designated
The Landing School,Online / Vocational,ME,Top Ten
The Los Angeles Film School,Non traditional,CA,Gold
The New School,Tier 2 research institution,NY,Designated
The Ocean Corporation,Non traditional,TX,Designated
The Refrigeration School, Inc.,Non traditional,AZ,Designated
The University of Alabama,Tier 2 research institution,AL,Gold
The University of Alabama in Huntsville,Tier 2 research institution,AL,Designated
The University of Arizona-main campus,Tier 1 research institution,AZ,Silver
The University of Kansas,Tier 1 research institution,KS,Top Ten
The University of New Mexico - Main Campus,Tier 1 research institution,NM,Top Ten
The University of North Carolina at Greensboro,Tier 2 research institution,NC,Gold
The University of North Carolina at Pembroke,Small public,NC,Designated
The University of Notre Dame - Mendoza College of Business,Graduate school,IN,Bronze
The University of Scranton,Private offering Doctorate,PA,Bronze
The University of South Carolina Beaufort,Small public,SC,Bronze
The University of Southern Mississippi,Tier 2 research institution,MS,Top Ten
The University of Tampa,Private not offering Doctorate,FL,Designated
The University of Tennessee at Martin,Small public,TN,Designated
The University of Tennessee-Chattanooga,Large public,TN,Designated
The University of Texas at San Antonio,Tier 2 research institution,TX,Top Ten
Thomas University,Private not offering Doctorate,GA,Top Ten
Three Rivers Community College,Small community college,CT,Bronze
Tiffin University,Private not offering Doctorate,OH,Bronze
Trevecca Nazarene University,Private offering Doctorate,TN,Designated
Trident Techincal College,Large community college,SC,Designated
Trinidad State Junior College,Small community college,CO,Designated
Trinity Christian College,Private not offering Doctorate,IL,Designated
Tulsa Welding School,Non traditional,OK,Designated
Tulsa Welding School & Technology Center,Non traditional,OK,Designated
Tulsa Welding School-Jacksonville,Non traditional,OK,Designated
U.S. Career Institute,Non traditional,XX,Designated
Union College,Private not offering Doctorate,NY,Designated
Union Institute & University,Private offering Doctorate,OH,Top Ten
Universal Technical Institute Motorcycle Mechanics Institute Marine Mechanics Institute NASCAR Technical Institute,Non traditional,AZ,Designated
University at Buffalo - State University of New York,Tier 1 research institution,NY,Silver
University of Alaska Anchorage,Large public,AK,Designated
University of Alaska Fairbanks,Tier 2 research institution,AK,Designated
University of Arkansas,Tier 1 research institution,AR,Designated
University of Arkansas - Pulaski Technical College,Small community college,AR,Designated
University Of Arkansas Pine Bluff,Small public,AR,Designated
University of California Davis - Graduate School of Management,Graduate school,CA,Gold
University of California, Irvine,Tier 1 research institution,CA,Bronze
University of Central Arkansas,Large public,AR,Gold
University of Central Florida,Tier 1 research institution,FL,Bronze
University of Charleston,Private offering Doctorate,WV,Silver
University of Colorado Boulder,Tier 1 research institution,CO,Top Ten
University of Colorado Colorado Springs,Large public,CO,Top Ten
University of Connecticut,Tier 1 research institution,CT,Bronze
University of Delaware,Tier 1 research institution,DE,Top Ten
University of Detroit Mercy,Private offering Doctorate,MI,Designated
University of Dubuque,Private offering Doctorate,IA,Top Ten
University of Florida,Tier 1 research institution,FL,Top Ten
University of Florida Hough Graduate School of Business,Graduate school,FL,Top Ten
University of Florida Levin College of Law,Graduate school,FL,Silver
University of Georgia,Tier 1 research institution,GA,Top Ten
University of Houston,Tier 1 research institution,TX,Designated
University of Houston - Downtown,Large public,TX,Designated
University of Idaho,Tier 2 research institution,ID,Designated
University of Illinois at Chicago,Tier 1 research institution,IL,Designated
University of Iowa,Tier 1 research institution,IA,Bronze
University of La Verne,Private offering Doctorate,CA,Bronze
University of Louisville,Tier 1 research institution,KY,Designated
University of Lynchburg,Private offering Doctorate,VA,Silver
University of Maine,Tier 2 research institution,ME,Silver
University of Mary,Private offering Doctorate,ND,Designated
University of Mary Hardin-Baylor,Private offering Doctorate,TX,Designated
University of Massachusetts Boston,Tier 2 research institution,MA,Bronze
University of Massachusetts Dartmouth,Tier 2 research institution,MA,Designated
University of Memphis,Tier 2 research institution,TN,Gold
UNIVERSITY OF MIAMI,Private offering Doctorate,FL,Designated
University of Minnesota - Carlson MBA Programs,Graduate school,MN,Top Ten
University of Minnesota Duluth,Large public,MN,Designated
University of Minnesota, Morris,Small public,MN,Designated
University of Missouri,Tier 1 research institution,MO,Designated
University of Montana - Missoula,Tier 2 research institution,MT,Designated
University of Montevallo,Small public,AL,Designated
University of Mount Olive,Private not offering Doctorate,NC,Designated
University of Nebraska at Kearney,Small public,NE,Designated
University Of Nebraska Medical Center,Graduate school,NE,Designated
University of New Haven,Private offering Doctorate,CT,Designated
University of North Carolina at Chapel Hill,Tier 1 research institution,NC,Designated
University of North Dakota,Tier 2 research institution,ND,Top Ten
University of North Florida,Large public,FL,Designated
University of North Georgia,Large public,GA,Designated
University of North Texas,Tier 1 research institution,TX,Gold
University of Northern Colorado,Tier 2 research institution,CO,Gold
University of Northern Iowa,Large public,IA,Designated
University of Northwestern Ohio,Private not offering Doctorate,OH,Top Ten
University of Pittsburgh,Tier 1 research institution,PA,Top Ten
University Of Pittsburgh At Greensburg,Small public,PA,Designated
University of Pittsburgh Joseph M. Katz Graduate School of Business and College of Business Administration,Graduate school,PA,Designated
University of Pittsburgh-Bradford,Small public,PA,Designated
University of Pittsburgh-Johnstown,Small public,PA,Designated
University of San Diego,Private offering Doctorate,CA,Silver
University of San Francisco,Private offering Doctorate,CA,Designated
University of Sioux Falls,Private not offering Doctorate,SD,Designated
University of South Carolina,Tier 1 research institution,SC,Bronze
University of South Carolina - Columbia,Tier 1 research institution,SC,Designated
University of South Carolina Aiken,Small public,SC,Bronze
University of South Carolina Sumter,Small community college,SC,Designated
University of South Carolina Upstate,Small public,SC,Designated
University of South Dakota,Tier 2 research institution,SD,Gold
University of Southern California,Tier 1 research institution,CA,Designated
University of St. Francis (IL),Private offering Doctorate,IL,Designated
University of St. Thomas, Minnesota,Private offering Doctorate,MN,Designated
University of Texas at Arlington,Tier 1 research institution,TX,Silver
University of the Ozarks,Private not offering Doctorate,AR,Designated
University of Vermont,Tier 2 research institution,VT,Silver
University Of Washington - Seattle,Large public,WA,Silver
University of West Florida,Large public,FL,Top Ten
University of West Georgia,Large public,GA,Designated
University of Wisconsin Oshkosh,Large public,WI,Designated
University of Wisconsin-Milwaukee,Large public,WI,Bronze
University of Wisconsin-Parkside,Small public,WI,Designated
University of Wisconsin-Stevens Point,Small public,WI,Designated
University of Wisconsin-Superior,Small public,WI,Designated
University Of Wisconsin-whitewater,Large public,WI,Top Ten
Upper Iowa University,Private not offering Doctorate,IA,Top Ten
Valley College Martinsburg,Non traditional,WV,Designated
Valley Forge Military College,Online / Vocational,PA,Bronze
Villanova University,Private offering Doctorate,PA,Bronze
Vincennes University,Small public,IN,Top Ten
Virginia Polytechnic Institute and State University (Virginia Tech),Large public,VA,Bronze
Virginia State University,Small public,VA,Designated
Viterbo University,Private offering Doctorate,WI,Designated
Wagner College,Private offering Doctorate,NY,Designated
Wake Technical Community College,Large community college,NC,Gold
Walla Walla Community College,Small community college,WA,Designated
Wallace State Community College,Small community college,AL,Designated
Walsh College,Graduate school,MI,Silver
Walsh University,Private offering Doctorate,OH,Designated
Walters State Community College,Small community college,TN,Designated
Wartburg College,Private not offering Doctorate,IA,Designated
Washburn University,Small public,KS,Gold
Washington & Jefferson College,Private not offering Doctorate,PA,Designated
Washington State University,Tier 1 research institution,WA,Designated
Washington State University Tri-Cities,Small public,WA,Designated
Washington State University Vancouver,Small public,WA,Designated
Wayne State College,Small public,NE,Designated
Webster University,Private offering Doctorate,MO,Designated
Wellspring School of Allied Health,Non traditional,MO,Top Ten
West Chester University of Pennsylvania,Large public,PA,Bronze
West Georgia Technical College,Small community college,GA,Top Ten
West Virginia State University,Small public,WV,Designated
West Virginia Wesleyan College,Private offering Doctorate,WV,Designated
Westcliff University,Non traditional,CA,Designated
Western Governors University,Online / Vocational,XX,Top Ten
Western Illinois University,Small public,IL,Bronze
Western Kentucky University,Large public,KY,Designated
Western Michigan University,Tier 2 research institution,MI,Bronze
Western Nebraska Community College,Small community college,NE,Designated
Western State College of Law,Graduate school,CA,Bronze
Western Technical College,Private not offering Doctorate,TX,Bronze
Western Washington University,Large public,WA,Designated
Westfield State University,Small public,MA,Designated
Westminster College,Private not offering Doctorate,PA,Designated
Whitworth University,Private not offering Doctorate,WA,Designated
Widener University,Private offering Doctorate,PA,Designated
Wilbur Wright College,Large community college,IL,Silver
Wilkes University,Private offering Doctorate,PA,Designated
William & Mary Law School at the College of William & Mary,Graduate school,VA,Top Ten
William Paterson University,Large public,NJ,Designated
William Peace University,Private not offering Doctorate,NC,Designated
William Rainey Harper College,Large community college,IL,Designated
Williamsburg Technical College,Small community college,SC,Designated
Wilmington University,Private offering Doctorate,DE,Designated
Winthrop University,Small public,SC,Designated
Wiregass Georgia Technical College,Small community college,GA,Designated
Wisconsin Indianhead Technical College,Small community college,WI,Designated
Wor-Wic Community College,Small community college,MD,Top Ten
Xavier University,Private offering Doctorate,OH,Bronze
York College - CUNY,Small public,NY,Top Ten
Youngstown State University,Large public,OH,Gold
Yuma Truck Driving School,Non traditional,AZ,Designated
